,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
GTEX-NPJ8-0126-SM-2YUNR,7.0143,8.668,7.964,11.3344,7.9368,9.0277,4.0624,4.7644,,,TCGA-DA-A1I5-06,10.1077,8.3695,10.5384,11.8267,8.5566,10.2733,8.296,6.8877
GTEX-P4PQ-0126-SM-2S1NM,7.5674,8.4898,7.6601,10.5426,7.4936,8.7116,4.3124,5.9248,,,TCGA-WE-A8ZT-06,9.3124,8.3356,10.6664,10.8494,7.5792,9.0304,7.4233,7.4008
GTEX-ZTX8-1426-SM-5DUVO,7.6939,8.1263,7.3349,10.5599,7.5521,8.9076,5.8487,6.3438,,,TCGA-LH-A9QB-06,9.8532,7.8536,9.7403,9.9961,9.2106,9.4978,6.7826,6.8929
GTEX-PLZ5-2026-SM-2S1O4,7.5688,8.1433,8.0621,11.0636,7.8767,8.517,4.0426,5.9026,,,TCGA-D3-A5GR-06,10.7348,8.9206,10.1787,11.2686,9.0094,9.6329,8.8624,9.0009
GTEX-QESD-1426-SM-2S1R9,7.3993,7.5485,8.4903,11.3333,7.3291,8.9176,5.2396,6.2642,,,TCGA-EE-A2MK-06,7.81,5.5782,10.1355,10.7466,7.5834,8.5058,5.6149,5.8486
GTEX-14E6C-0126-SM-5RQIP,6.6842,8.1022,8.6499,10.668,6.9022,8.5949,4.7028,5.5259,,,TCGA-D3-A5GN-06,10.6544,8.4148,11.1742,11.7848,9.506,9.763,9.3749,9.6167
GTEX-UPK5-0726-SM-4IHL7,7.091,4.558,8.7467,10.5298,6.6906,9.687,3.618,8.5437,,,TCGA-D3-A3C3-06,9.943,7.8155,10.7422,11.3222,7.3606,9.3477,7.939,7.125
GTEX-X4EO-0326-SM-3P5YO,8.2984,8.0975,8.092,10.8512,8.3876,8.7578,5.623,7.0118,,,TCGA-D3-A8GO-06,9.8896,7.5339,9.5984,11.6694,8.1459,9.2962,7.2709,6.1846
GTEX-OXRP-0126-SM-3NB32,7.9379,7.8934,8.8878,10.8308,8.444,8.6942,5.461,7.0868,,,TCGA-FR-A3YO-06,11.2628,8.5311,9.4277,12.0949,6.0211,9.0085,8.9728,6.1826
GTEX-X638-0126-SM-47JZ8,8.1458,8.452,8.176,11.0701,7.7005,8.951,5.6099,6.4247,,,TCGA-RP-A6K9-06,7.8438,6.6137,11.0801,10.4781,8.4872,8.9444,4.5432,4.8175
GTEX-11DXX-2426-SM-5GZZW,7.9795,9.131,8.4959,11.4509,8.0713,9.2298,4.0459,6.9554,,,TCGA-YD-A9TB-06,9.6237,7.7739,10.9063,10.8612,7.9754,9.3063,7.5399,6.4698
GTEX-ZVT3-0126-SM-5GU6I,8.3789,9.1573,8.1635,10.9592,8.1014,8.6286,6.7712,7.7453,,,TCGA-D3-A1QA-07,10.4023,9.5515,11.2044,11.33,8.1418,10.8167,8.8435,8.1932
GTEX-ZC5H-0226-SM-4WAY9,7.5571,9.2005,7.6307,10.7334,8.3388,8.4507,6.51,8.1925,,,,,,,,,,,
GTEX-WYVS-2126-SM-3NMA3,8.5616,9.1244,8.4775,11.0694,8.191,9.0735,6.921,7.8272,,,,,,,,,,,
GTEX-XV7Q-2526-SM-4BRV9,6.5292,8.0442,8.5463,11.2427,8.3644,9.1633,4.6832,6.3874,,,,,,,,,,,
GTEX-12WSD-0126-SM-59HKN,8.2298,9.0854,8.1102,11.0126,7.7512,8.692,5.8727,6.4609,,,,,,,,,,,
GTEX-12WSB-0126-SM-59HJN,7.7818,8.0553,8.4202,10.6001,7.8534,8.887,6.2772,7.8789,,,,,,,,,,,
GTEX-ZVZQ-0326-SM-59HLL,6.172,2.3075,5.913,11.75,8.7486,9.0819,2.9229,1.2121,,,,,,,,,,,
GTEX-113JC-2326-SM-5EQ4E,7.9892,8.7267,8.0729,10.9541,8.2987,8.6708,5.9481,7.4034,,,,,,,,,,,
GTEX-13SLX-0526-SM-5S2ON,8.0356,8.7659,8.3281,11.04,7.9265,8.9155,7.2651,7.5699,,,,,,,,,,,
GTEX-1313W-0126-SM-5LZUN,8.5847,9.0894,7.9695,11.086,7.141,8.6743,6.6652,7.5805,,,,,,,,,,,
GTEX-ZTPG-0326-SM-5O9AX,6.8156,8.5803,8.6379,11.0724,8.098,9.0326,4.8385,5.5795,,,,,,,,,,,
GTEX-11ZVC-2526-SM-5FQTE,7.4473,8.6921,7.9227,10.6759,7.9411,8.2857,6.5074,7.5399,,,,,,,,,,,
GTEX-14DAQ-0126-SM-5S2MQ,7.8161,8.9724,8.0917,10.8769,8.3096,8.7558,6.134,7.3446,,,,,,,,,,,
GTEX-13U4I-0126-SM-5LU38,7.6704,8.7282,7.6995,10.8307,7.8869,9.039,6.5945,6.7833,,,,,,,,,,,
GTEX-WXYG-2326-SM-4E3I6,8.0312,9.4903,7.8587,11.1056,6.9313,8.9705,5.9489,6.2918,,,,,,,,,,,
GTEX-QDT8-0126-SM-48TZ1,7.3895,7.1918,8.3632,11.0844,8.5547,8.8415,4.4896,6.214,,,,,,,,,,,
GTEX-13S7M-0126-SM-5SI6A,8.3896,8.5083,8.2753,11.0793,8.278,9.0494,5.2175,6.2392,,,,,,,,,,,
GTEX-ZE7O-0126-SM-57WC1,8.1175,9.0883,8.553,11.4253,8.0396,8.7793,5.1647,5.4877,,,,,,,,,,,
GTEX-RNOR-0126-SM-2TF57,8.3309,9.5304,7.9072,11.1097,8.2428,8.8456,6.1864,7.5054,,,,,,,,,,,
GTEX-148VI-1626-SM-5SI6E,8.198,8.66,8.1919,10.7001,7.9138,8.9905,6.421,7.5815,,,,,,,,,,,
GTEX-11EMC-2926-SM-5EQ4F,7.8435,7.7649,8.6543,11.3809,8.1441,8.9458,5.1772,6.0434,,,,,,,,,,,
GTEX-11ILO-0126-SM-5A5LN,7.9852,8.8222,8.2154,11.1185,8.2153,8.3959,6.4486,7.3255,,,,,,,,,,,
GTEX-OXRP-0126-SM-48TDI,7.8002,7.9495,8.4783,10.7883,8.3452,8.3895,5.1058,6.9903,,,,,,,,,,,
GTEX-139D8-0226-SM-5KLZO,7.932,8.2994,8.482,10.9885,7.6022,9.1699,3.3848,6.5035,,,,,,,,,,,
GTEX-X4EP-0126-SM-3P5YV,8.0291,8.69,8.2188,11.3326,8.6999,9.0819,4.7912,6.8695,,,,,,,,,,,
GTEX-11VI4-1726-SM-5CVLH,7.3858,8.8186,8.1497,11.1363,7.9916,9.0365,4.7892,6.7997,,,,,,,,,,,
GTEX-OXRO-0126-SM-2YUN4,7.613,7.9214,8.8689,11.3855,8.857,8.4916,5.3453,5.9996,,,,,,,,,,,
GTEX-OXRK-0226-SM-3NB2G,7.1734,8.2105,8.2953,11.1353,9.0053,9.3907,4.032,6.2656,,,,,,,,,,,
GTEX-YFC4-0126-SM-5CVLY,8.1506,8.6306,7.9891,11.0471,8.3826,9.038,6.2781,7.8421,,,,,,,,,,,
GTEX-11TTK-0126-SM-5987B,6.4795,7.2287,7.5403,10.9245,8.2675,8.7356,4.7568,5.649,,,,,,,,,,,
GTEX-13113-1926-SM-5LZWG,7.5052,7.8301,8.3318,11.1215,7.6546,8.9238,4.5815,4.6654,,,,,,,,,,,
GTEX-ZVT4-0126-SM-51MS1,8.0819,7.2342,8.1479,10.9481,8.9848,8.5552,5.1383,6.9535,,,,,,,,,,,
GTEX-PLZ4-0126-SM-5SI8O,7.4112,7.6509,8.4232,11.0928,7.8291,8.9109,4.8032,5.7081,,,,,,,,,,,
GTEX-12WSJ-1826-SM-5GCNY,7.6595,8.9558,8.5574,11.0783,7.8908,8.9724,5.6808,5.9461,,,,,,,,,,,
GTEX-ZAK1-0126-SM-5IJD3,8.2471,9.6812,8.2537,11.019,7.7002,8.7988,6.7479,8.0729,,,,,,,,,,,
GTEX-139T4-0226-SM-5HL5S,7.84,8.8467,8.1957,10.8722,8.7978,8.3137,5.0795,6.4419,,,,,,,,,,,
GTEX-13VXT-0126-SM-5LU4I,7.1439,8.3559,8.6212,11.0811,7.5461,9.008,4.0235,5.2724,,,,,,,,,,,
GTEX-131YS-0126-SM-5KM1M,8.4821,9.6121,7.6975,11.2023,7.8788,8.6015,6.0036,7.9176,,,,,,,,,,,
GTEX-13FH7-2026-SM-5IJCR,7.1571,8.4265,8.364,10.8135,7.5264,9.0412,5.3005,6.1538,,,,,,,,,,,
GTEX-WRHK-1426-SM-3MJF9,7.5732,9.1052,8.1414,11.0731,7.8183,8.9966,4.4827,5.5101,,,,,,,,,,,
GTEX-147F3-0526-SM-5SI98,7.9299,9.9287,8.9073,10.7681,8.0574,9.0427,6.8213,8.1854,,,,,,,,,,,
GTEX-1211K-2026-SM-5EQ4Z,7.269,8.7297,8.4038,10.6177,7.2418,9.0307,4.933,5.7296,,,,,,,,,,,
GTEX-T2IS-0126-SM-4DM6O,8.6628,9.3742,7.9265,11.1645,7.8641,8.8935,6.3447,7.6921,,,,,,,,,,,
GTEX-13FTY-0526-SM-5L3EV,8.5316,8.9815,7.668,11.186,8.974,8.3565,6.2924,7.7501,,,,,,,,,,,
GTEX-13N11-2526-SM-5K7UE,8.3294,9.6719,8.7671,11.2951,7.9216,8.9173,6.8605,8.2014,,,,,,,,,,,
GTEX-13W3W-2426-SM-5LU5B,7.7707,8.9901,8.396,11.0382,8.4247,9.1336,5.2599,6.2231,,,,,,,,,,,
GTEX-133LE-1826-SM-5J1MV,8.0241,8.6772,8.4043,11.2778,8.748,9.104,5.1609,7.7523,,,,,,,,,,,
GTEX-Y8LW-1826-SM-5S2MV,7.4306,8.1945,8.8055,10.9925,8.9218,8.816,4.7304,7.5756,,,,,,,,,,,
GTEX-145ME-1826-SM-5SI9G,8.2748,8.4936,8.2171,11.3374,7.8011,9.4027,5.9965,5.9458,,,,,,,,,,,
GTEX-ZYFG-2326-SM-5E44B,7.8931,8.9529,8.4058,11.1374,8.8169,9.2784,5.234,7.5359,,,,,,,,,,,
GTEX-11ZTS-0126-SM-5EQ6M,8.2124,8.9587,8.6173,11.2817,8.4588,8.7743,5.528,6.7841,,,,,,,,,,,
GTEX-W5WG-1826-SM-4KL2Y,7.5327,8.7286,8.0842,11.144,8.0656,8.9448,5.7522,6.6848,,,,,,,,,,,
GTEX-146FH-0126-SM-5QGPP,7.3189,8.0159,8.5515,11.2491,7.6445,9.4957,5.7161,5.821,,,,,,,,,,,
GTEX-11XUK-2026-SM-5EQLF,7.8715,8.9462,8.472,11.0428,7.8678,8.7202,5.5116,8.369,,,,,,,,,,,
GTEX-13CF3-2426-SM-5IFGX,7.5653,8.8339,8.5241,11.3275,8.0971,9.0517,6.4784,6.8696,,,,,,,,,,,
GTEX-ZF2S-2326-SM-4WWCE,7.5438,9.789,7.8684,10.8161,7.9601,8.6057,6.4176,8.5399,,,,,,,,,,,
GTEX-P4PP-0126-SM-3LK69,7.6339,9.4858,7.4501,10.902,7.7118,9.0843,4.5655,5.3175,,,,,,,,,,,
GTEX-11P81-2326-SM-59875,8.1447,9.71,8.0445,10.8397,7.9884,8.9299,6.9427,7.7128,,,,,,,,,,,
GTEX-146FR-1326-SM-5SIAJ,7.6187,8.615,9.3687,10.9907,7.7271,9.1252,5.5571,6.119,,,,,,,,,,,
GTEX-ZAJG-0126-SM-5HL94,7.0434,7.1433,8.6721,11.4327,8.2223,8.7796,4.4265,6.2906,,,,,,,,,,,
GTEX-PWO3-1526-SM-48TCM,7.5295,9.2421,7.4155,11.053,8.732,8.8793,4.2657,6.5907,,,,,,,,,,,
GTEX-ZQG8-1626-SM-5HL6H,7.8742,9.5317,8.7929,11.0164,7.4455,9.0749,6.9177,7.8968,,,,,,,,,,,
GTEX-XUW1-0426-SM-4BOOT,7.1248,9.1052,8.3831,11.0282,7.6111,9.003,5.2152,5.8259,,,,,,,,,,,
GTEX-Y5V5-2326-SM-4V6GA,8.0663,9.7109,7.7427,10.8811,8.0609,8.934,6.7644,7.8307,,,,,,,,,,,
GTEX-11ZTT-2426-SM-5EQLS,7.6347,7.8707,8.4565,11.0165,7.7973,8.9114,4.8703,6.1336,,,,,,,,,,,
GTEX-13OVJ-0126-SM-5KM36,7.4597,7.8285,8.7601,11.0248,7.9304,8.5648,5.2399,6.8419,,,,,,,,,,,
GTEX-11EM3-2426-SM-59861,7.7755,8.1227,8.3454,10.8457,7.1512,9.2601,3.4826,5.6974,,,,,,,,,,,
GTEX-PWCY-1826-SM-5SI7U,7.4875,9.0281,8.4602,10.9531,7.5243,8.98,4.1804,6.1488,,,,,,,,,,,
GTEX-ZVT2-2526-SM-51MT1,8.0718,8.8214,8.0264,11.0643,7.6052,8.7471,5.1587,6.6582,,,,,,,,,,,
GTEX-1128S-2326-SM-5GZZY,7.6511,8.9738,8.4492,11.1684,7.9009,9.2398,6.2105,6.8576,,,,,,,,,,,
GTEX-T6MO-1626-SM-32QOM,7.3831,7.9364,8.3205,10.7106,8.5295,9.2174,4.9388,6.0408,,,,,,,,,,,
GTEX-13OVI-1426-SM-5L3EY,6.777,8.8863,7.8854,10.606,7.7503,8.7718,4.9427,5.0022,,,,,,,,,,,
GTEX-OXRK-0226-SM-2YUN1,7.5807,8.2378,8.1567,11.2533,8.308,9.0749,4.722,6.4484,,,,,,,,,,,
GTEX-Y3IK-2426-SM-4WWDU,8.9189,9.3645,8.2296,11.5618,7.2383,9.3713,5.9268,5.4762,,,,,,,,,,,
GTEX-YB5K-2126-SM-4WWDJ,8.1999,9.1974,7.8868,11.1248,7.7864,8.9795,5.3975,6.7581,,,,,,,,,,,
GTEX-QCQG-1726-SM-3GIJ9,7.5131,8.7663,8.6349,10.3938,7.4669,9.0112,5.4993,6.1717,,,,,,,,,,,
GTEX-R55G-2526-SM-2TC6D,7.7386,7.4794,8.5905,10.9571,8.3555,8.9073,4.1404,6.8298,,,,,,,,,,,
GTEX-12ZZX-0126-SM-5EGK9,8.7018,10.0664,8.5944,11.0857,7.0427,8.9952,7.5606,8.2207,,,,,,,,,,,
GTEX-TML8-1926-SM-32QOS,7.6418,9.275,7.5126,10.5328,7.5177,8.9109,4.5467,6.6009,,,,,,,,,,,
GTEX-PWN1-0126-SM-2I3FK,8.542,10.5256,7.6153,11.0144,7.7688,9.1227,6.0999,6.5885,,,,,,,,,,,
GTEX-Y5LM-1926-SM-5RQJH,7.6021,8.3874,8.2729,10.9232,8.0086,8.8637,2.8855,6.0201,,,,,,,,,,,
GTEX-ZPIC-1726-SM-57WF2,7.7778,8.8983,8.3698,10.9183,7.8241,9.3514,5.7269,7.4061,,,,,,,,,,,
GTEX-11UD1-0126-SM-5PNYG,8.3389,9.0641,7.6375,11.3809,8.146,8.5885,5.7954,6.438,,,,,,,,,,,
GTEX-R3RS-0126-SM-3GIJL,7.6311,9.1477,7.87,10.9929,8.6609,9.1723,6.1782,6.6135,,,,,,,,,,,
GTEX-1269C-2526-SM-5EGJ3,8.3001,8.618,8.1859,10.971,7.6398,8.8888,6.4753,8.3053,,,,,,,,,,,
GTEX-12WSK-2326-SM-5GCOH,7.8977,9.9127,8.1447,10.9838,7.5882,8.8834,5.386,6.122,,,,,,,,,,,
GTEX-ZGAY-0526-SM-4WWBB,8.4253,9.7234,7.8567,11.2862,7.4164,9.0715,5.7735,6.022,,,,,,,,,,,
GTEX-WI4N-1026-SM-3LK7N,6.1412,6.6718,8.89,11.7042,7.7977,9.1818,4.9549,5.2928,,,,,,,,,,,
GTEX-13PVR-2326-SM-5QGR1,7.2999,7.9511,7.8729,10.8313,7.4438,9.0096,5.4277,6.3861,,,,,,,,,,,
GTEX-QVJO-1626-SM-2S1QW,8.5203,9.4366,8.0697,10.9352,7.9186,8.7777,6.5612,6.8088,,,,,,,,,,,
GTEX-S7SF-1626-SM-3K2AY,7.7635,8.3198,7.0855,10.9761,7.8311,9.4952,5.7638,5.3576,,,,,,,,,,,
GTEX-OHPL-0126-SM-2HMJ7,8.3024,8.7496,8.5433,11.8977,7.9582,9.3354,4.7004,5.5867,,,,,,,,,,,
GTEX-13NZ8-0826-SM-5MR3I,7.4956,8.5185,7.9618,11.1222,7.5239,8.511,4.0706,6.928,,,,,,,,,,,
GTEX-145LS-0126-SM-5QGP1,8.3234,8.6723,7.2042,10.9181,8.6188,8.2795,5.7819,7.5567,,,,,,,,,,,
GTEX-TSE9-0126-SM-3DB83,6.5065,7.7081,7.6902,10.6407,8.6108,8.3617,4.2467,6.4652,,,,,,,,,,,
GTEX-XYKS-2126-SM-4E3IB,7.4212,8.221,7.7829,11.382,7.3461,9.1759,5.5418,5.0687,,,,,,,,,,,
GTEX-145MI-0526-SM-5O9A8,7.6115,8.1514,7.9391,11.0748,7.87,9.0306,6.4485,6.8644,,,,,,,,,,,
GTEX-Y114-2426-SM-4TT8A,8.5277,9.3212,7.4015,11.3844,7.7979,8.9119,4.9659,5.247,,,,,,,,,,,
GTEX-RU72-0926-SM-2TF6B,8.5762,8.4695,8.0762,11.0094,8.1885,8.929,5.6246,4.8171,,,,,,,,,,,
GTEX-X8HC-0126-SM-4E3JW,7.6364,8.8307,8.0634,11.0053,7.7406,8.4377,4.4966,5.7288,,,,,,,,,,,
GTEX-XUZC-1726-SM-4BRWS,9.3815,9.6382,7.5906,11.6655,8.5365,9.1895,4.2896,6.3833,,,,,,,,,,,
GTEX-ZV68-0126-SM-59HKS,8.2515,9.3786,7.5153,11.0425,7.9347,8.8254,6.8678,8.1406,,,,,,,,,,,
GTEX-1122O-2126-SM-5EGIR,8.4299,9.5467,7.657,10.8325,7.3411,9.2206,4.0117,6.9313,,,,,,,,,,,
GTEX-12WS9-0126-SM-5EGL7,7.976,8.2216,8.4314,10.8508,7.6566,8.7512,7.601,8.3233,,,,,,,,,,,
GTEX-ZP4G-2426-SM-57WEY,8.0647,8.5452,8.024,11.4701,6.9485,8.3457,4.8735,6.8361,,,,,,,,,,,
GTEX-P4QT-0126-SM-2I3FL,8.6351,9.1292,7.4542,11.3924,8.0293,9.1919,4.0343,4.9896,,,,,,,,,,,
GTEX-UJHI-1526-SM-3DB99,8.0934,9.6866,7.6534,10.9868,7.1698,8.9223,5.4727,7.0173,,,,,,,,,,,
GTEX-TMMY-0226-SM-33HBA,7.6576,8.5078,8.251,11.0419,8.0316,8.9421,3.6341,5.6789,,,,,,,,,,,
GTEX-PLZ4-0126-SM-2S1OG,7.0093,7.376,7.7773,10.8062,7.0865,8.4396,3.5426,6.1342,,,,,,,,,,,
GTEX-PWCY-1826-SM-2S1OK,7.4861,8.6779,7.7073,10.6354,7.0036,8.1335,5.51,5.51,,,,,,,,,,,
GTEX-ZVTK-0226-SM-51MRG,9.1183,9.6775,9.1018,11.211,8.8515,8.865,7.4399,7.9002,,,,,,,,,,,
GTEX-ZDXO-3126-SM-5IJDF,8.8133,8.5079,8.6687,11.3805,8.4296,9.0684,5.9555,7.4722,,,,,,,,,,,
GTEX-VJYA-1526-SM-3GIJV,6.3024,8.4756,8.0596,10.5761,7.7911,9.3393,5.1551,7.0031,,,,,,,,,,,
GTEX-11EI6-2826-SM-5H11D,7.9032,8.4384,8.0312,10.9102,8.2374,8.6581,5.3889,7.0431,,,,,,,,,,,
GTEX-ZU9S-1826-SM-5NQ9E,8.1835,8.3944,8.4672,11.5873,8.963,9.3402,5.1196,6.3115,,,,,,,,,,,
GTEX-ZAB5-2626-SM-5KM3Y,6.95,7.1429,8.5318,11.0547,7.8276,9.035,4.0295,5.7248,,,,,,,,,,,
GTEX-WK11-2726-SM-3NMAQ,8.29,8.4248,8.6713,11.059,8.6366,9.0271,6.8963,8.5722,,,,,,,,,,,
GTEX-13OW6-2726-SM-5J2OE,9.0623,8.2667,8.4021,11.4235,8.4697,8.9987,6.0634,8.0756,,,,,,,,,,,
GTEX-YECK-0326-SM-4W1YS,9.1949,9.3595,8.5921,11.4413,8.1818,9.2862,7.0345,8.3617,,,,,,,,,,,
GTEX-146FQ-2126-SM-5RQHU,7.5959,8.3218,8.2148,11.0217,7.3821,9.0533,5.2226,5.7044,,,,,,,,,,,
GTEX-11NUK-2726-SM-5A5MC,8.463,8.3804,8.167,11.1769,7.9775,9.0173,5.7816,8.0911,,,,,,,,,,,
GTEX-1314G-1326-SM-5BC6E,7.9211,8.6648,8.3573,10.8615,9.0259,9.292,5.9612,7.3729,,,,,,,,,,,
GTEX-1399R-1326-SM-5PNYS,8.2068,8.4717,8.2777,11.6005,7.8842,8.9991,4.1993,5.7532,,,,,,,,,,,
GTEX-145MG-1526-SM-5Q5EM,8.801,9.0006,8.825,11.1586,7.84,8.8697,6.4678,7.3879,,,,,,,,,,,
GTEX-13112-0126-SM-5P9IU,9.069,8.3203,8.1627,11.521,8.3206,9.1864,6.2883,7.542,,,,,,,,,,,
GTEX-11DXY-0126-SM-5H11Q,8.5874,8.5779,7.7215,11.3245,8.1322,9.2169,6.0533,7.9368,,,,,,,,,,,
GTEX-ZVE2-2826-SM-5GU51,7.1443,7.66,8.3569,10.5626,8.9828,8.668,5.5101,7.1851,,,,,,,,,,,
GTEX-13OW7-0426-SM-5K7VK,8.7269,8.4972,7.9168,11.1769,8.005,8.999,6.4843,8.0381,,,,,,,,,,,
GTEX-WY7C-2126-SM-3NB2R,8.4844,8.7681,8.0975,11.1786,7.8659,9.0407,5.6828,7.4512,,,,,,,,,,,
GTEX-13111-1826-SM-5GCP1,6.9159,6.5048,8.454,11.1456,7.8495,9.1864,3.033,6.3859,,,,,,,,,,,
GTEX-13X6J-0626-SM-5LU5F,8.3674,8.5147,8.4904,11.102,8.0878,9.1219,6.4778,8.5854,,,,,,,,,,,
GTEX-V1D1-2026-SM-3GAF4,7.9759,9.0279,8.2766,10.7357,8.2929,9.0659,4.7872,6.1416,,,,,,,,,,,
GTEX-11DXW-0826-SM-5H118,8.039,8.8891,8.8777,11.1284,8.4992,8.7792,6.6488,7.52,,,,,,,,,,,
GTEX-12WSH-1526-SM-5BC5W,8.4776,9.5573,8.2799,11.3595,8.0441,9.1054,4.6155,6.1325,,,,,,,,,,,
GTEX-111FC-2526-SM-5GZXU,8.5203,8.6994,8.8028,11.3787,8.5621,8.798,5.5419,6.038,,,,,,,,,,,
GTEX-WHPG-2626-SM-3NMBR,8.5509,9.7483,7.7496,11.1125,7.643,8.5804,6.2981,8.2267,,,,,,,,,,,
GTEX-12KS4-2126-SM-5FQUT,8.2062,8.7162,8.6946,10.7376,7.9585,8.8915,6.9438,7.823,,,,,,,,,,,
GTEX-13PVQ-0626-SM-5LU47,8.2199,7.204,8.6711,11.0782,8.17,8.7905,5.3508,7.362,,,,,,,,,,,
GTEX-YEC4-1826-SM-4W1YP,8.4037,8.0484,8.8209,11.2568,7.8808,9.3662,6.1523,7.2253,,,,,,,,,,,
GTEX-13OW8-1026-SM-5J1NQ,7.892,7.9544,7.9847,11.0592,8.5744,8.612,6.0878,6.9603,,,,,,,,,,,
GTEX-11EQ8-0926-SM-5H12V,7.4976,9.0584,7.8269,11.4738,8.7049,9.0225,4.7906,6.571,,,,,,,,,,,
GTEX-14A6H-2026-SM-5Q5DD,8.5746,8.8475,8.1364,11.2458,8.5126,9.2849,6.8123,7.7209,,,,,,,,,,,
GTEX-ZAB4-2126-SM-5HL8U,7.6096,8.3714,7.711,10.6379,9.1718,8.7292,6.4314,7.6442,,,,,,,,,,,
GTEX-13NYB-0126-SM-5J1MD,8.9969,9.7171,8.2124,11.0578,7.9472,9.1102,7.6111,8.8806,,,,,,,,,,,
GTEX-144FL-0626-SM-5LU43,7.6763,7.359,8.0284,10.9804,8.5215,8.9663,4.9862,7.878,,,,,,,,,,,
GTEX-YEC3-1326-SM-4WWEL,8.713,8.6871,8.3231,11.3163,7.5906,9.1261,6.0892,7.5685,,,,,,,,,,,
GTEX-ZYFC-0426-SM-5GICQ,8.0467,8.8194,8.0939,10.7802,7.2898,8.9338,6.4243,7.6857,,,,,,,,,,,
GTEX-12ZZY-0726-SM-5EQ66,8.4874,9.4351,7.9461,11.1481,7.969,8.9706,5.9224,7.7948,,,,,,,,,,,
GTEX-ZDTS-0826-SM-4WKHL,8.5552,9.0871,8.5419,11.2902,8.3334,8.7904,6.392,7.1041,,,,,,,,,,,
GTEX-11DYG-1526-SM-5A5JS,8.3501,8.1202,8.255,11.1567,6.6316,9.216,6.0246,6.9955,,,,,,,,,,,
GTEX-11OF3-0126-SM-5PNYF,9.1213,9.3343,7.3527,11.3808,7.9759,8.6879,5.5016,7.7205,,,,,,,,,,,
GTEX-11O72-0626-SM-5PNYE,8.0943,9.0412,9.1809,11.1136,8.1414,8.8492,6.2277,6.3365,,,,,,,,,,,
GTEX-Y8E4-2026-SM-5IFJB,8.2875,9.7874,7.8804,10.9574,7.6595,9.0393,5.7936,6.5419,,,,,,,,,,,
GTEX-13G51-1826-SM-5KLZH,9.0155,8.9158,8.7647,11.5294,8.0381,9.0929,6.7088,7.941,,,,,,,,,,,
GTEX-13OVG-1626-SM-5J1NF,8.0015,7.708,8.398,11.2441,7.7112,8.9911,5.7611,7.7653,,,,,,,,,,,
GTEX-ZDYS-2426-SM-4WKGI,8.1072,8.6105,7.9927,11.1059,7.4744,9.2814,5.8563,6.0839,,,,,,,,,,,
GTEX-14B4R-1326-SM-5Q5EZ,8.2937,9.0791,8.4955,11.258,7.5844,9.4499,5.3945,7.1156,,,,,,,,,,,
GTEX-UPJH-0226-SM-3GADV,7.781,8.8754,8.3089,10.8357,8.0306,8.7042,6.4446,6.9106,,,,,,,,,,,
GTEX-WFON-1926-SM-3LK7L,8.8706,9.0696,9.5817,11.6353,7.7853,9.3277,7.4088,6.68,,,,,,,,,,,
GTEX-13N2G-0226-SM-5K7VF,8.0005,9.1355,7.7473,11.1249,8.8452,9.1681,4.5409,7.1086,,,,,,,,,,,
GTEX-XOTO-0726-SM-4B659,8.669,8.7965,7.9255,11.3171,7.83,8.8954,6.0036,7.1836,,,,,,,,,,,
GTEX-13VXU-0626-SM-5L3F9,8.5883,8.7184,8.1646,11.0538,8.1205,8.8916,6.802,7.885,,,,,,,,,,,
GTEX-ZV7C-0926-SM-59HL1,5.6984,5.8604,10.4018,11.5791,7.0077,10.385,3.8962,4.1679,,,,,,,,,,,
GTEX-Y5V6-2326-SM-4VDSA,7.619,8.3202,7.4899,11.0346,7.746,8.3897,4.4614,7.4119,,,,,,,,,,,
GTEX-14C38-0726-SM-5SI6M,6.4154,6.9015,8.7696,11.2636,8.4966,9.0803,6.2949,7.6555,,,,,,,,,,,
GTEX-VUSG-2326-SM-4KL1U,7.9462,8.1698,8.3897,11.521,9.1968,9.1782,5.3187,6.6008,,,,,,,,,,,
GTEX-ZUA1-2626-SM-5NQ92,8.5146,9.02,9.2839,10.9729,8.5447,8.9006,7.0521,7.1436,,,,,,,,,,,
GTEX-ZZ64-1026-SM-5GZXG,8.4695,8.9991,8.7267,11.1958,6.9621,9.0684,6.3036,7.0831,,,,,,,,,,,
GTEX-13OVL-0126-SM-5L3GJ,8.3542,9.0452,7.5398,10.9742,8.1524,8.7474,5.7619,7.7507,,,,,,,,,,,
GTEX-13JVG-0726-SM-5KM16,7.7191,8.4049,6.7141,10.8763,9.0135,8.9397,5.7277,7.5953,,,,,,,,,,,
GTEX-U8XE-0226-SM-4E3J3,7.2595,8.3143,9.1473,11.8784,8.5913,9.1391,4.3432,5.8534,,,,,,,,,,,
GTEX-12126-0826-SM-5FQTZ,8.6973,9.6252,8.375,11.2587,7.1868,8.9768,6.394,7.5353,,,,,,,,,,,
GTEX-1212Z-0126-SM-59HK4,8.7295,9.552,8.0002,11.2335,8.2879,9.0163,6.4131,7.9457,,,,,,,,,,,
GTEX-ZPU1-1126-SM-4YCF3,8.2592,9.4001,8.0608,11.322,7.8643,9.3646,5.2164,7.0196,,,,,,,,,,,
